Sr No.,Student Name,Registration No.,Department,University,Degree Level,Country,City,Semester,Section,No. of Pending Courses,Pending Type,Pending Courses Name
7721,James Ali,PHD25-DS-213,Data Science,Khalifa University,PhD,United Arab Emirates,Al Ain,7th,D,1,Fail,Applied Machine Learning
7722,Ahmad Das,MS24-PST-095,Psychology,American University of Sharjah,MS,United Arab Emirates,Al Ain,5th,B,0,All Clear,None
7723,Ji-woo Singh,PHD24-SST-050,Statistics,National University of Sciences and Technology (NUST),PhD,Pakistan,Lahore,4th,B,0,All Clear,None
7724,Zahra Hassan,MASTER22-GD-045,Graphic Design,King Abdulaziz University,Master,Saudi Arabia,Riyadh,1st,A,0,All Clear,None
7725,Anya Haider,MS23-CS-226,Computer Science,University of British Columbia,MS,Canada,Toronto,6th,B,0,All Clear,None
7726,Jessica Kumar,BS25-DA-097,Data Analytics,University of Toronto,BS,Canada,Waterloo,2nd,A,3,Not Registered,"Professional Ethics, Statistical Modeling, Islamic Studies / Ethics"
7727,Olivia Khan,MS21-CS-150,Computer Science,University of Queensland,MS,Australia,Melbourne,4th,C,0,All Clear,None
7728,Sophia Al-Farsi,MPHIL25-EST-154,Economics,Ludwig Maximilian University of Munich,Mphil,Germany,Heidelberg,8th,C,2,Not Registered,"Internship, Macroeconomics"
7729,John Haider,PHD21-DS-206,Data Science,Heidelberg University,PhD,Germany,Munich,3rd,C,0,All Clear,None
7730,Ananya Hassan,BS22-DS-010,Data Science,Universiti Malaya (UM),BS,Malaysia,Kuala Lumpur,2nd,B,0,All Clear,None
7731,Liam Anderson,BS23-DA-030,Data Analytics,Technical University of Munich,BS,Germany,Munich,2nd,A,1,Withdraw,Statistical Modeling
7732,Hamza Haider,BS22-CS-002,Computer Science,Indian Institute of Technology (IIT) Delhi,BS,India,New Delhi,1st,D,1,Fail,Database Systems
7733,Abdul Patel,MS21-CS-149,Computer Science,King Abdulaziz University,MS,Saudi Arabia,Dhahran,5th,C,0,All Clear,None
7734,Aisha Khan,MS25-DA-229,Data Analytics,Stanford University,MS,United States,Stanford,7th,D,0,All Clear,None
7735,Min-jun Khan,MPHIL23-BA-084,Business Administration,"University of California, Berkeley",Mphil,United States,Boston,7th,C,0,All Clear,None
7736,Omar Johnson,BS22-CE-004,Civil Engineering,American University of Sharjah,BS,United Arab Emirates,Sharjah,5th,B,0,All Clear,None
7737,Rahul Sharma,MS24-ME-248,Mechanical Engineering,University of Melbourne,MS,Australia,Sydney,5th,B,0,All Clear,None
7738,Daniel Ahmed,MASTER22-EST-116,Economics,UNSW Sydney,Master,Australia,Brisbane,5th,C,0,All Clear,None
7739,John Wong,MPHIL23-PST-017,Psychology,Massachusetts Institute of Technology (MIT),Mphil,United States,Berkeley,6th,D,0,All Clear,None
7740,Omar Shah,PHD24-DS-239,Data Science,University of Sydney,PhD,Australia,Melbourne,4th,C,3,Withdraw,"Natural Language Processing, Deep Learning, Applied Machine Learning"
7741,Sophia Lee,MASTER21-DS-226,Data Science,Indian Institute of Technology (IIT) Bombay,Master,India,New Delhi,1st,D,0,All Clear,None
7742,Sofia Wilson,MS24-PST-105,Psychology,University of British Columbia,MS,Canada,Edmonton,6th,D,1,Dropped,English Composition
7743,Olivia Tan,MPHIL24-DS-123,Data Science,RWTH Aachen University,Mphil,Germany,Aachen,4th,A,0,All Clear,None
7744,James Al-Farsi,MASTER23-BA-011,Business Administration,University of Delhi,Master,India,Mumbai,5th,B,0,All Clear,None
7745,David Miller,MPHIL25-CE-050,Civil Engineering,"University of California, Berkeley",Mphil,United States,Boston,8th,B,0,All Clear,None
7746,Michael Kim,MS24-DS-169,Data Science,Indian Institute of Science (IISc),MS,India,New Delhi,1st,A,2,Fail,"Data Wrangling, Statistical Data Analysis"
7747,Michael Thomas,MS22-GD-153,Graphic Design,University College London (UCL),MS,United Kingdom,London,6th,B,0,All Clear,None
7748,Amara Garcia,MPHIL24-PST-174,Psychology,RWTH Aachen University,Mphil,Germany,Aachen,3rd,A,1,Not Registered,Islamic Studies / Ethics
7749,Ahmad Garcia,BS23-CS-236,Computer Science,King Saud University,BS,Saudi Arabia,Jeddah,7th,A,2,Dropped,"Computer Networks, Programming Fundamentals"
7750,Omar Malik,MS23-ME-179,Mechanical Engineering,University of Delhi,MS,India,New Delhi,8th,A,0,All Clear,None
7751,Muhammad Schmidt,MPHIL22-SE-028,Software Engineering,Universiti Teknologi Malaysia,Mphil,Malaysia,Penang,3rd,A,0,All Clear,None
7752,Jessica Lopez,MS21-GD-059,Graphic Design,Indian Institute of Science (IISc),MS,India,Kolkata,6th,C,0,All Clear,None
7753,Daniel Kim,MASTER23-DA-162,Data Analytics,UNSW Sydney,Master,Australia,Brisbane,6th,A,4,Fail,"Professional Ethics, English Composition, Time Series Analysis, Pakistan Studies"
7754,Ji-woo Smith,MASTER21-CS-013,Computer Science,COMSATS University Islamabad,Master,Pakistan,Lahore,4th,B,0,All Clear,None
7755,Muhammad Al-Mansoori,PHD22-EST-049,Economics,University of Oxford,PhD,United Kingdom,Manchester,4th,D,0,All Clear,None
7756,Siddharth Garcia,MPHIL21-CS-068,Computer Science,University of Queensland,Mphil,Australia,Brisbane,3rd,A,1,Withdraw,Islamic Studies / Ethics
7757,Mia Jones,MPHIL21-BA-083,Business Administration,American University of Sharjah,Mphil,United Arab Emirates,Abu Dhabi,3rd,A,0,All Clear,None
7758,Jessica Shah,MPHIL24-ME-097,Mechanical Engineering,Indian Institute of Technology (IIT) Delhi,Mphil,India,Mumbai,2nd,C,0,All Clear,None
7759,David Kumar,MS23-SE-178,Software Engineering,UNSW Sydney,MS,Australia,Canberra,3rd,C,1,Fail,Islamic Studies / Ethics
7760,Amara Shah,MS23-EST-043,Economics,Ludwig Maximilian University of Munich,MS,Germany,Aachen,7th,A,0,All Clear,None
7761,Michael Anderson,BS23-CE-140,Civil Engineering,University of Edinburgh,BS,United Kingdom,Oxford,3rd,D,0,All Clear,None
7762,Hamza Lee,MASTER22-CS-186,Computer Science,Imperial College London,Master,United Kingdom,Cambridge,8th,B,0,All Clear,None
7763,Jessica Hassan,BS23-CS-156,Computer Science,Khalifa University,BS,United Arab Emirates,Dubai,7th,B,0,All Clear,None
7764,Fatima Khan,PHD23-GD-086,Graphic Design,University of Toronto,PhD,Canada,Waterloo,5th,B,0,All Clear,None
7765,Sofia Wilson,MPHIL21-SE-149,Software Engineering,University of Edinburgh,Mphil,United Kingdom,Edinburgh,4th,B,1,Withdraw,Communication Skills
7766,Sneha Müller,MPHIL24-SE-090,Software Engineering,Khalifa University,Mphil,United Arab Emirates,Al Ain,4th,C,1,Withdraw,Islamic Studies / Ethics
7767,Sneha Johnson,MS21-EST-235,Economics,University of Delhi,MS,India,Bangalore,8th,D,2,Dropped,"Public Finance, Macroeconomics"
7768,Hamza Lee,BS24-SE-042,Software Engineering,UNSW Sydney,BS,Australia,Brisbane,5th,D,1,Fail,Software Architecture and Design
7769,Anya Khan,MASTER23-PST-109,Psychology,Lahore University of Management Sciences (LUMS),Master,Pakistan,Rawalpindi,5th,C,0,All Clear,None
7770,Carlos Sharma,MASTER24-ME-084,Mechanical Engineering,University of Oxford,Master,United Kingdom,Oxford,4th,B,2,Dropped,"Professional Ethics, Pakistan Studies"
7771,Anya Hassan,BS23-ME-008,Mechanical Engineering,University of engineering and Technology (UET) Lahore,BS,Pakistan,Islamabad,6th,B,1,Withdraw,Professional Ethics
7772,Sofia Tan,BS23-CE-165,Civil Engineering,National University of Sciences and Technology (NUST),BS,Pakistan,Lahore,4th,A,0,All Clear,None
7773,Ananya Gonzalez,PHD25-ME-151,Mechanical Engineering,University of Cambridge,PhD,United Kingdom,London,4th,D,0,All Clear,None
7774,Aisha Thomas,MASTER24-EST-113,Economics,Technical University of Munich,Master,Germany,Berlin,4th,D,0,All Clear,None
7775,Ji-woo Schmidt,BS21-BA-217,Business Administration,COMSATS University Islamabad,BS,Pakistan,Lahore,5th,B,0,All Clear,None
7776,Rahul Ahmed,MPHIL21-CE-036,Civil Engineering,All India Institute of Medical Sciences (AIIMS),Mphil,India,Kolkata,2nd,C,0,All Clear,None
7777,Olivia Anderson,PHD23-SE-159,Software Engineering,COMSATS University Islamabad,PhD,Pakistan,Faisalabad,5th,A,0,All Clear,None
7778,Liam Shah,MPHIL23-PST-245,Psychology,Georgia Institute of Technology,Mphil,United States,Cambridge,1st,A,0,All Clear,None
7779,Daniel Smith,MPHIL23-DS-202,Data Science,National University of Sciences and Technology (NUST),Mphil,Pakistan,Karachi,3rd,C,0,All Clear,None
7780,Anya Haider,BS21-SE-144,Software Engineering,Stanford University,BS,United States,Cambridge,3rd,D,0,All Clear,None
7781,Rahul Ali,MPHIL24-SE-198,Software Engineering,Indian Institute of Science (IISc),Mphil,India,Chennai,7th,A,0,All Clear,None
7782,Muhammad Miller,PHD24-MST-216,Mathematics,Lahore University of Management Sciences (LUMS),PhD,Pakistan,Rawalpindi,8th,C,2,Not Registered,"Internship, Complex Variables"
7783,Ravi Sharma,BS23-ME-213,Mechanical Engineering,Georgia Institute of Technology,BS,United States,Cambridge,8th,D,0,All Clear,None
7784,Sophia Gonzalez,MASTER23-CS-180,Computer Science,American University of Sharjah,Master,United Arab Emirates,Al Ain,7th,A,1,Fail,Professional Ethics
7785,Omar Haider,MPHIL25-CS-113,Computer Science,Georgia Institute of Technology,Mphil,United States,Atlanta,4th,A,0,All Clear,None
7786,Sarah Hernandez,BS23-PST-156,Psychology,King Abdulaziz University,BS,Saudi Arabia,Riyadh,3rd,A,0,All Clear,None
7787,Daniel Tan,PHD24-CS-045,Computer Science,University of the Punjab,PhD,Pakistan,Rawalpindi,4th,A,0,All Clear,None
7788,Hamza Shah,PHD25-DA-217,Data Analytics,United Arab Emirates University,PhD,United Arab Emirates,Abu Dhabi,5th,A,0,All Clear,None
7789,John Schmidt,MS21-BA-016,Business Administration,Universiti Malaya (UM),MS,Malaysia,Kuala Lumpur,3rd,C,0,All Clear,None
7790,Emma Wilson,BS23-EST-055,Economics,University of Cambridge,BS,United Kingdom,London,7th,B,1,Fail,Macroeconomics
7791,Ji-woo Kim,PHD22-ME-032,Mechanical Engineering,University of engineering and Technology (UET) Lahore,PhD,Pakistan,Karachi,2nd,A,0,All Clear,None
7792,Ravi Wilson,MASTER21-DA-137,Data Analytics,Indian Institute of Technology (IIT) Delhi,Master,India,Bangalore,1st,B,0,All Clear,None
7793,Omar Patel,PHD23-MST-246,Mathematics,University of Toronto,PhD,Canada,Montreal,1st,D,1,Dropped,Pakistan Studies
7794,Sarah Ali,MPHIL23-GD-101,Graphic Design,University of Sydney,Mphil,Australia,Perth,5th,C,0,All Clear,None
7795,John Fischer,BS21-MST-168,Mathematics,King Abdulaziz University,BS,Saudi Arabia,Riyadh,4th,C,0,All Clear,None
7796,Mia Sharma,PHD22-DS-179,Data Science,American University of Sharjah,PhD,United Arab Emirates,Sharjah,4th,C,0,All Clear,None
7797,Rahul Garcia,BS22-ME-241,Mechanical Engineering,University of Alberta,BS,Canada,Toronto,1st,B,0,All Clear,None
7798,Ali Garcia,BS21-GD-115,Graphic Design,Indian Institute of Technology (IIT) Bombay,BS,India,Kolkata,4th,A,0,All Clear,None
7799,Syed Kim,PHD21-MST-190,Mathematics,Heidelberg University,PhD,Germany,Karlsruhe,6th,A,1,Not Registered,Calculus II
7800,Rahul Ali,MS24-DA-041,Data Analytics,King Abdulaziz University,MS,Saudi Arabia,Dhahran,1st,C,0,All Clear,None
7801,Lucas Anderson,PHD22-CE-071,Civil Engineering,Georgia Institute of Technology,PhD,United States,Atlanta,4th,C,0,All Clear,None
7802,David Schneider,MS21-SST-155,Statistics,King Fahd University of Petroleum and Minerals,MS,Saudi Arabia,Dhahran,7th,A,0,All Clear,None
7803,Zahra Tan,BS23-CE-202,Civil Engineering,University of Melbourne,BS,Australia,Canberra,2nd,A,0,All Clear,None
7804,Omar Garcia,PHD22-DS-072,Data Science,Heidelberg University,PhD,Germany,Heidelberg,3rd,D,0,All Clear,None
7805,Yusuf Singh,MS24-MST-152,Mathematics,University of Toronto,MS,Canada,Waterloo,6th,B,1,Dropped,Linear Algebra
7806,Amara Johnson,MPHIL25-DS-082,Data Science,University of Toronto,Mphil,Canada,Montreal,8th,C,1,Dropped,Introduction to Data Science
7807,Anya Al-Mansoori,BS21-CS-226,Computer Science,United Arab Emirates University,BS,United Arab Emirates,Abu Dhabi,7th,B,0,All Clear,None
7808,Michael Fischer,PHD22-CS-161,Computer Science,Heidelberg University,PhD,Germany,Aachen,4th,C,0,All Clear,None
7809,Emma Haider,MASTER21-BA-079,Business Administration,Indian Institute of Technology (IIT) Delhi,Master,India,Chennai,2nd,D,0,All Clear,None
7810,Ananya Al-Farsi,MPHIL25-EST-232,Economics,Massachusetts Institute of Technology (MIT),Mphil,United States,Boston,1st,C,1,Fail,Public Finance
7811,Carlos Taylor,PHD21-CE-070,Civil Engineering,University of Alberta,PhD,Canada,Toronto,7th,A,0,All Clear,None
7812,Hamza Jones,MS24-PST-103,Psychology,Massachusetts Institute of Technology (MIT),MS,United States,Berkeley,4th,C,0,All Clear,None
7813,Rahul Johnson,MS24-MST-249,Mathematics,Stanford University,MS,United States,Atlanta,8th,B,0,All Clear,None
7814,Carlos Al-Mansoori,PHD23-EST-167,Economics,McGill University,PhD,Canada,Edmonton,4th,C,0,All Clear,None
7815,Abdul Fischer,MPHIL21-DA-205,Data Analytics,Australian National University,Mphil,Australia,Melbourne,2nd,D,1,Not Registered,Professional Ethics
7816,Priya Ahmed,BS21-BA-030,Business Administration,American University of Sharjah,BS,United Arab Emirates,Dubai,5th,D,3,Fail,"Pakistan Studies, Financial Accounting, Human Resource Management"
7817,Rahul Garcia,MPHIL21-EST-222,Economics,University of Delhi,Mphil,India,New Delhi,8th,B,0,All Clear,None
7818,Omar Shah,MASTER23-CE-222,Civil Engineering,Indian Institute of Technology (IIT) Delhi,Master,India,Bangalore,7th,A,1,Fail,Structural Analysis
7819,Siddharth Fischer,MS23-EST-192,Economics,University of Delhi,MS,India,Bangalore,1st,A,0,All Clear,None
7820,Amit Al-Mansoori,MS21-CE-021,Civil Engineering,University of Edinburgh,MS,United Kingdom,Edinburgh,5th,B,0,All Clear,None
7821,Ji-woo Al-Mansoori,BS23-CS-226,Computer Science,University College London (UCL),BS,United Kingdom,Manchester,3rd,D,1,Withdraw,Critical Thinking
7822,Olivia Hussein,BS23-EST-054,Economics,Lahore University of Management Sciences (LUMS),BS,Pakistan,Rawalpindi,5th,D,0,All Clear,None
7823,John Kumar,MASTER24-EST-099,Economics,University of Alberta,Master,Canada,Waterloo,8th,D,0,All Clear,None
7824,Syed Miller,BS23-SST-051,Statistics,King Saud University,BS,Saudi Arabia,Jeddah,3rd,A,0,All Clear,None
7825,Emma Hernandez,PHD23-SST-057,Statistics,United Arab Emirates University,PhD,United Arab Emirates,Al Ain,3rd,C,0,All Clear,None
7826,Ananya Rodriguez,BS22-CE-099,Civil Engineering,Universiti Teknologi Malaysia,BS,Malaysia,Penang,3rd,A,0,All Clear,None
7827,Anya Hussein,MASTER25-GD-193,Graphic Design,Universiti Teknologi Malaysia,Master,Malaysia,Penang,8th,A,1,Fail,Professional Ethics
7828,Hamza Kim,PHD22-DA-221,Data Analytics,Universiti Penyelidikan,PhD,Malaysia,Penang,3rd,C,0,All Clear,None
7829,Noah Martinez,PHD23-SST-089,Statistics,RWTH Aachen University,PhD,Germany,Berlin,3rd,B,0,All Clear,None
7830,Aisha Hassan,PHD25-DA-220,Data Analytics,Universiti Penyelidikan,PhD,Malaysia,Penang,8th,B,2,Withdraw,"Communication Skills, Statistical Modeling"
7831,Muhammad Singh,MASTER23-BA-054,Business Administration,University of Waterloo,Master,Canada,Edmonton,4th,C,0,All Clear,None
7832,Priya Haider,MS22-EST-179,Economics,Khalifa University,MS,United Arab Emirates,Abu Dhabi,2nd,B,1,Not Registered,Communication Skills
7833,Olivia Wong,BS21-SE-200,Software Engineering,King Fahd University of Petroleum and Minerals,BS,Saudi Arabia,Jeddah,7th,A,0,All Clear,None
7834,James Martinez,MS25-SST-059,Statistics,University of Alberta,MS,Canada,Toronto,1st,D,1,Dropped,Design and Analysis of Experiments
7835,Sarah Lopez,BS24-PST-096,Psychology,King Saud University,BS,Saudi Arabia,Dhahran,7th,A,0,All Clear,None
7836,Fatima Malik,MS23-MST-230,Mathematics,Universiti Malaya (UM),MS,Malaysia,Johor Bahru,6th,D,0,All Clear,None
7837,Daniel Al-Mansoori,MASTER24-BA-047,Business Administration,United Arab Emirates University,Master,United Arab Emirates,Sharjah,5th,B,0,All Clear,None
7838,Daniel Fischer,MPHIL23-DS-027,Data Science,Indian Institute of Science (IISc),Mphil,India,Mumbai,4th,A,0,All Clear,None
7839,Ji-woo Patel,MASTER21-ME-063,Mechanical Engineering,Karlsruhe Institute of Technology,Master,Germany,Karlsruhe,2nd,B,1,Fail,Control Systems
7840,Ali Schneider,BS24-ME-111,Mechanical Engineering,RWTH Aachen University,BS,Germany,Aachen,4th,B,0,All Clear,None
7841,Liam Kim,MPHIL25-DA-066,Data Analytics,University of Oxford,Mphil,United Kingdom,Edinburgh,7th,C,0,All Clear,None
7842,Zain Khan,BS23-SE-172,Software Engineering,King Fahd University of Petroleum and Minerals,BS,Saudi Arabia,Riyadh,1st,D,0,All Clear,None
7843,Fatima Schmidt,MPHIL24-ME-083,Mechanical Engineering,Heidelberg University,Mphil,Germany,Heidelberg,7th,A,0,All Clear,None
7844,Sneha Singh,MPHIL24-SST-222,Statistics,Universiti Malaya (UM),Mphil,Malaysia,Johor Bahru,2nd,A,0,All Clear,None
7845,Siddharth Sharma,PHD23-MST-234,Mathematics,Khalifa University,PhD,United Arab Emirates,Dubai,3rd,B,1,Withdraw,Calculus II
7846,Olivia Haider,BS21-MST-087,Mathematics,University of Edinburgh,BS,United Kingdom,Manchester,6th,B,2,Not Registered,"Internship, Numerical Analysis"
7847,Aisha Shah,PHD23-CS-231,Computer Science,All India Institute of Medical Sciences (AIIMS),PhD,India,Mumbai,5th,D,0,All Clear,None
7848,Jessica Anderson,PHD22-DS-180,Data Science,United Arab Emirates University,PhD,United Arab Emirates,Dubai,5th,D,3,Fail,"Natural Language Processing, Statistical Data Analysis, Introduction to Data Science"
7849,Omar Müller,MPHIL23-CS-193,Computer Science,All India Institute of Medical Sciences (AIIMS),Mphil,India,New Delhi,7th,B,0,All Clear,None
7850,Ali Sharma,PHD23-BA-055,Business Administration,University of Edinburgh,PhD,United Kingdom,Oxford,5th,B,0,All Clear,None
7851,Amara Ahmed,MASTER23-DS-028,Data Science,COMSATS University Islamabad,Master,Pakistan,Faisalabad,8th,C,0,All Clear,None
7852,Omar Shah,MS23-MST-199,Mathematics,University of Queensland,MS,Australia,Sydney,6th,A,0,All Clear,None
7853,Jessica Wilson,PHD24-SST-238,Statistics,RWTH Aachen University,PhD,Germany,Berlin,4th,A,1,Fail,Probability and Probability Distribution
7854,Sarah Johnson,MS23-PST-115,Psychology,King Saud University,MS,Saudi Arabia,Jeddah,6th,C,1,Withdraw,Islamic Studies / Ethics
7855,Yusuf Hassan,MPHIL25-BA-067,Business Administration,American University of Sharjah,Mphil,United Arab Emirates,Dubai,6th,C,1,Withdraw,Professional Ethics
7856,Zahra Fischer,MASTER25-ME-004,Mechanical Engineering,University of Edinburgh,Master,United Kingdom,Manchester,6th,D,2,Fail,"Professional Ethics, Machine Design"
7857,Michael Tan,PHD24-DA-097,Data Analytics,Universiti Malaya (UM),PhD,Malaysia,Kuala Lumpur,4th,C,2,Not Registered,"Time Series Analysis, Critical Thinking"
7858,John Anderson,MPHIL24-PST-158,Psychology,Harvard University,Mphil,United States,Atlanta,2nd,D,1,Fail,Professional Ethics
7859,Sarah Ahmed,MPHIL22-GD-085,Graphic Design,Universiti Malaya (UM),Mphil,Malaysia,Penang,2nd,C,0,All Clear,None
7860,Sophia Wong,MASTER23-ME-080,Mechanical Engineering,United Arab Emirates University,Master,United Arab Emirates,Dubai,1st,D,0,All Clear,None
7861,Sophia Haider,MS21-CS-166,Computer Science,Heidelberg University,MS,Germany,Munich,6th,B,0,All Clear,None
7862,Amit Kumar,MS21-EST-113,Economics,United Arab Emirates University,MS,United Arab Emirates,Al Ain,1st,B,0,All Clear,None
7863,Zahra Sharma,MPHIL21-DS-164,Data Science,University of Alberta,Mphil,Canada,Waterloo,2nd,C,1,Not Registered,Deep Learning
7864,Daniel Anderson,MS25-SST-246,Statistics,Georgia Institute of Technology,MS,United States,Berkeley,1st,D,0,All Clear,None
7865,Abdul Davis,MS21-GD-054,Graphic Design,All India Institute of Medical Sciences (AIIMS),MS,India,Kolkata,5th,A,0,All Clear,None
